Dialog_ID,Type,Actor,Text,Label
hit:6153_conv:12306,situation,none,My brother got a new car. I am a little envious of what he got,jealous
hit:6153_conv:12306,utterance,speaker,My brother got a new car. I am a little envious of what he got,jealous
hit:6153_conv:12306,utterance,listener,What kind of car did he get?,questioning
hit:6153_conv:12306,utterance,speaker,It was a bmw,neutral
hit:6153_conv:12306,utterance,listener,I love BMW. What model car did he get?,sentimental
hit:6075_conv:12151,situation,none,My next door neighbor is currently having a pool installed.  I am so envious!  I want one very badly since it is so hot here in Florida!,jealous
hit:6075_conv:12151,utterance,speaker,My next door neighbor is currently having a pool installed. I am so envious! I want one very badly since it is so hot here in Florida!,jealous
hit:6075_conv:12151,utterance,listener,"I bet! I would be so jealous, too! Maybe your neighbor will let you come over and swim?",encouraging
hit:6075_conv:12151,utterance,speaker,Haha!  That's funny because I was thinking the same thing!  Maybe I will just save money to get my own pool.,suggesting
hit:6075_conv:12151,utterance,listener,That's a great way to look at it- take advantage of their investment for now- and then later you can have your own pool!,acknowledging
hit:3999_conv:7998,situation,none,People going on vacation all the time.,jealous
hit:3999_conv:7998,utterance,speaker,It must be nice for people to go on exotic vacations every time they turn around.,acknowledging
hit:3999_conv:7998,utterance,listener,I would love to do that as well,hopeful
hit:3999_conv:7998,utterance,speaker,Where would you go first?,questioning
hit:3999_conv:7998,utterance,listener,I would love to go to hawaii,hopeful
hit:9848_conv:19697,situation,none,My husband works really hard for our family and we've made choices to give our daughters experiences rather than have the biggest  house.  But sometimes it's hard going to our friend's homes and seeing how big they are.,jealous
hit:9848_conv:19697,utterance,speaker,My husband works really hard for our family and makes good money.  We've made choices to give our kids experiences rather than have the biggest house.,proud
hit:9848_conv:19697,utterance,listener,"Very wise of you, experiences are all that matters.",agreeing
hit:9848_conv:19697,utterance,speaker,But sometimes it is  hard going over to our friend's big homes and seeing another way to live as well.,jealous
hit:9848_conv:19697,utterance,listener,"I see, but you do realize that happiness for the most part is immaterial, right?",neutral
hit:1427_conv:2854,situation,none,Everyone on my street has a nicer car than I do. My car barely even starts.,jealous
hit:1427_conv:2854,utterance,speaker,Do you ever feel like everyone has nicer things than you do?,jealous
hit:1427_conv:2854,utterance,listener,"Yea, but I try not to compare. It'll just make me feel bad. What about you?",questioning
hit:1427_conv:2854,utterance,speaker,MY car is trash and it seems like someone around here get a new car every month.,jealous
hit:1427_conv:2854,utterance,listener,Wow. How does one get a new car every month. Must be loaded.,surprised
hit:1427_conv:2854,utterance,speaker,"Well, I'm definitely no. MY car barely starts when I try to crank it.",agreeing
hit:9372_conv:18745,situation,none,I wish I was as cool as Brad Pitt.,jealous
hit:9372_conv:18745,utterance,speaker,I wish I was as cool as Brad Pitt.,jealous
hit:9372_conv:18745,utterance,listener,"Same, especially being as attractive as he is.",agreeing
hit:9372_conv:18745,utterance,speaker,Yes and he has money.,agreeing
hit:9372_conv:18745,utterance,listener,He pretty much has everything at this point.,neutral
hit:7052_conv:14105,situation,none,all my friends have someone that loves them,jealous
hit:7052_conv:14105,utterance,speaker,"does it bother you , when you are single and all your friends are in relationships and happy , its kind of annoying lol",questioning
hit:7052_conv:14105,utterance,listener,YEs because they never want to hang out unless they bring their partner lol,annoyed
hit:7052_conv:14105,utterance,speaker,"exactly , you get me its annoying lol",agreeing
hit:7052_conv:14105,utterance,listener,I've been in that situation many times lol,agreeing
hit:1392_conv:2784,situation,none,"There was a movie I really wanted to see. I invited a friend to go with me, but they decided they didn't want to go with me because they had already decided to go with another friend.",jealous
hit:1392_conv:2784,utterance,speaker,"The other day, there was a movie I wanted to see. I invited a friend to go with me, but they decided they didn't want to come because they were going with another friend.",lonely
hit:1392_conv:2784,utterance,listener,That really sucks... did you tell them how that made you feel?,questioning
hit:1392_conv:2784,utterance,speaker,"No...I guess I should have. I guess I really think they should have went with me too, or invited me to go with them.",suggesting
hit:1392_conv:2784,utterance,listener,I would tell them.. and if it happens a 2nd time then they arent very good friends to have! :/,neutral
hit:1883_conv:3766,situation,none,my neighbor owns and expensive car,jealous
hit:1883_conv:3766,utterance,speaker,i think its an audi but my neighbor has an expensive car,jealous
hit:1883_conv:3766,utterance,listener,Audis are nice cars. What color is it? Does it look newer?,questioning
hit:1883_conv:3766,utterance,speaker,Its a blue R8,surprised
hit:1883_conv:3766,utterance,listener,"Oh, nice. Do you have a car?",questioning
hit:4556_conv:9112,situation,none,"Seeing my friend's life makes me really envious sometimes. He has a job usually, he has a girlfriend, and he has tons of friends which I don't really have any of.",jealous
hit:4556_conv:9112,utterance,speaker,Looking at how many friends my friend has and the fact that he has a girlfriend is kinda depressing and envious sometimes.,jealous
hit:4556_conv:9112,utterance,listener,i know what you mean i wish i had either,agreeing
hit:4556_conv:9112,utterance,speaker,I would take any of those but I have only some friends and no girlfriend.,lonely
hit:4556_conv:9112,utterance,listener,"yea i know, my friend max has that too and i would like a girlfriend but its tough",agreeing
hit:10835_conv:21671,situation,none,"I went to the store with a friend and they had the vacuum I wanted to purchase on sale.  But there was only one, and she picked it up before me! I wanted it so bad, but she got to it first.",jealous
hit:10835_conv:21671,utterance,speaker,I wanted to buy a vacuum and finally found it on sale.,joyful
hit:10835_conv:21671,utterance,listener,What kind of vacuum is it? I bought a Dyson recently and I love it!,impressed
hit:10835_conv:21671,utterance,speaker,"It was a Dyson!  I have a regular one, but it was the cordless one.  But I was with a friend and she picked it up first.  It was the only one!",jealous
hit:10835_conv:21671,utterance,listener,Those vacuums are amazing and are one of a kind. You should get it!,impressed
hit:10835_conv:21671,utterance,speaker,I will watch for the next sale.  I love them too.  Still frustrated though that she got to it before me!,jealous
hit:11013_conv:22026,situation,none,My sister took her family to Barcelona. I wish I could take a trip like that.,jealous
hit:11013_conv:22026,utterance,speaker,"My sister just got back from the trip of a lifetime, to Barcelona. She took her whole family, 4 kids.",impressed
hit:11013_conv:22026,utterance,listener,Oh that sounds amazing! were you a little jealous? Did they have fun?,questioning
hit:11013_conv:22026,utterance,speaker,"They had a great time! I'm happy for her, but at the same time, I am feeling a lot of envy. You hit the nail on the head!",jealous
hit:11013_conv:22026,utterance,listener,I completely understand. It does sound amazing though!,agreeing
hit:11013_conv:22026,utterance,speaker,Yes! It's just hard realizing that I won't be taking any trips like that any time soon.,sad
hit:11013_conv:22026,utterance,listener,I know what you mean. We are only lucky enough to travel local.,agreeing
hit:11013_conv:22026,utterance,speaker,Same here! Maybe someday!,suggesting
hit:4504_conv:9009,situation,none,"I don't have any car and I never have. My friend, on the other hand, has like 3 since his parents bought him one and his grandpa bought him one too.",jealous
hit:4504_conv:9009,utterance,speaker,"I have never owned a car so seeing that my friend owns three of them is annoying sometimes,",jealous
hit:4504_conv:9009,utterance,listener,"I understand that completly, i also do not have a car.",agreeing
hit:4504_conv:9009,utterance,speaker,It just sucks that his parents are so well off that they can buy him all that. Makes me envy him sometimes.,jealous
hit:4504_conv:9009,utterance,listener,One day you will own many cars.,hopeful
hit:8099_conv:16199,situation,none,All my friends are getting married and I don't even have a partner. I wish I was like them,jealous
hit:8099_conv:16199,utterance,speaker,All my friends are getting married and I don't even have a partner,jealous
hit:8099_conv:16199,utterance,listener,"A lot of marriages also end in divorce, when they go into it too soon.",sad
hit:8099_conv:16199,utterance,speaker,"That's true, but they've all been high school sweethearts. So it's unlikely. I wish I found someone back then",neutral
hit:8099_conv:16199,utterance,listener,You'll find someone. You sound like a good person.,confident
hit:12242_conv:24485,situation,none,I was trying to get pregnant and my 15 year old cousin got knocked up.,jealous
hit:12242_conv:24485,utterance,speaker,"When I was trying to get pregnant a few years back, my 15 year old cousin accidentally got knocked up.",jealous
hit:12242_conv:24485,utterance,listener,"Oh no, was you able to get pregnant?",questioning
hit:12242_conv:24485,utterance,speaker,Yes I finally did about 4 months later.,excited
hit:12242_conv:24485,utterance,listener,Congrats! Are you still pregnant?,wishing
hit:12242_conv:24485,utterance,speaker,"No, my daughter is now 3. No more babies here.",lonely
hit:7440_conv:14881,situation,none,A co-worker of mine got a promotion over me.,jealous
hit:7440_conv:14881,utterance,speaker,A co-worker of mine got a promotion over me.,jealous
hit:7440_conv:14881,utterance,listener,How do you feel about that?,questioning
hit:7440_conv:14881,utterance,speaker,Pretty annoyed maybe a little jealous.  I guess going to lunch with the boss every day has its benefits.,jealous
hit:7440_conv:14881,utterance,listener,"It really does, what job do you work at?",questioning
hit:7440_conv:14881,utterance,speaker,IT,prepared
hit:7440_conv:14881,utterance,listener,Do you have any plans to try and get back at your boss?,questioning
hit:7440_conv:14881,utterance,speaker,"Yeah, find a new job.",agreeing
hit:7440_conv:14881,utterance,listener,You should get on that soon.,acknowledging
hit:838_conv:1677,situation,none,My friend who lives in Los Angeles not only gets to live by the beach she can still somehow afford to go to Hawaii all the time.,jealous
hit:838_conv:1677,utterance,speaker,"I moved out of my beach community in Los Angeles because it was so expensive, I don't know how my remaining friends there exist!",lonely
hit:838_conv:1677,utterance,listener,"Theyre clearly fatcats, thats how. Where did you move to?",questioning
hit:838_conv:1677,utterance,speaker,New Orleans. It's a fun city but it's not as nice as California. One of my friends in LA is just a teacher and goes to Hawaii all the time. I've never been.,jealous
hit:838_conv:1677,utterance,listener,"isnt california like really hot? Im not sure if id be able to tolerate the temperature to be honest, do you intend to move back to los angeles in the future?",questioning
hit:838_conv:1677,utterance,speaker,"It's nice at the beach, like 85 degrees. A cold day is 55, which are rare. I'd like to move back but can't ever imagine paying 2400 for renting a box.",content
hit:838_conv:1677,utterance,listener,"i pay 160 euros a month for my apartament lol, 2400 is insanity tbh. and 85 degrees is like 30c D: that is so hot!",neutral
hit:838_conv:1677,utterance,speaker,"Haha, it feels perfect to me.  Your rent sounds affordable, I'll bet you have healthcare, too.",acknowledging
hit:838_conv:1677,utterance,listener,"i actually dont, my country decided to illegally deny it to me, but most people do. you could move to EU if you really wanted to, rent sure would be way more afforadable regardless of which country you pick",neutral
hit:5196_conv:10392,situation,none,"My neighbor, who I've lived near for eight years, just got a brand new boat. We're alright friends, and we get along well, and I don't usually have any negative feelings towards him. But I can't help but feeling like he's better than me after he's gotten a boat.",jealous
hit:5196_conv:10392,utterance,speaker,"My neighbor, who I've lived near for eight years, just got a brand new boat. We're alright friends, and we get along well, and I don't usually have any negative feelings towards him. But I can't help but feeling like he's better than me after he's gotten a boat.",jealous
hit:5196_conv:10392,utterance,listener,Its just a boat,neutral
hit:5196_conv:10392,utterance,speaker,"Yeah, I know. But since we've lived near each other for a long time and have had similar lives, I can't help comparing myself to him.",agreeing
hit:5196_conv:10392,utterance,listener,I can get that sometimes,nostalgic
hit:8147_conv:16294,situation,none,My friend bought a audi r8 last week. I am happy for him but deep down i am thinking how did he manage to buy that,jealous
hit:8147_conv:16294,utterance,speaker,My friend bought a audi R8 last week. I am happy for him but however i kind of feel something inside,jealous
hit:8147_conv:16294,utterance,listener,"Audis are pretty nice. You must feel a bit jealous, hu?",acknowledging
hit:8147_conv:16294,utterance,speaker,"Haha, I am!!  and also wondering how did he managed to buy that",neutral
hit:8147_conv:16294,utterance,listener,He might have a large monthly payment.,hopeful
hit:4197_conv:8395,situation,none,My boyfriend told me that he thought the girl that works at the gas station is cute. I was not happy.,jealous
hit:4197_conv:8395,utterance,speaker,My boyfriend told me that he thought the girl that works at the gas station is cute.,jealous
hit:4197_conv:8395,utterance,listener,That's a bit rude if you ask me.,acknowledging
hit:4197_conv:8395,utterance,speaker,It was terrible and it made me feel bad.,disappointed
hit:4197_conv:8395,utterance,listener,I can see why. Some people just don't know when to keep things to themselves.,jealous
hit:3116_conv:6232,situation,none,My co-worker won the lottery.,jealous
hit:3116_conv:6232,utterance,speaker,My co-worker won the lottery.,jealous
hit:3116_conv:6232,utterance,listener,Wow! They are pretty lucky!,acknowledging
hit:3116_conv:6232,utterance,speaker,"Well not a huge jackpot but $150,000's pretty damned nice to have.",acknowledging
hit:3116_conv:6232,utterance,listener,Yes that would be nice.,acknowledging
hit:394_conv:788,situation,none,"My sister in law, who should never have children, had no problems getting pregnant.  It took us 4 years.",jealous
hit:394_conv:788,utterance,speaker,My sister in law should have never had children.  Yet she was able to get pregnant right away.,jealous
hit:394_conv:788,utterance,listener,Never had children as in infertile or a bad person?,questioning
hit:394_conv:788,utterance,speaker,"No, she just doesn't care for them.  They are an accessory to her.  It took us 4 years to get pg. and my children are well taken care of",grateful
hit:394_conv:788,utterance,listener,"Thats terrible, I hope they grow up fine, would be horrid if they didnt.",acknowledging
hit:2991_conv:5982,situation,none,I sometimes wish I was rich like other people.,jealous
hit:2991_conv:5982,utterance,speaker,I get so envious of rich people,jealous
hit:2991_conv:5982,utterance,listener,"Me too, I like to see them as inspiration",agreeing
hit:2991_conv:5982,utterance,speaker,I just want to buy things sometimes lol,jealous
hit:2991_conv:5982,utterance,listener,If you work hard enough maybe you can afford in the future!,suggesting
hit:2991_conv:5982,utterance,speaker,Maybe. Maybe not,suggesting
hit:8456_conv:16913,situation,none,I was very much envious on my best friend. He got highest paid job in one of the biggest firms in us,jealous
hit:8456_conv:16913,utterance,speaker,I was very envious on my best friend,jealous
hit:8456_conv:16913,utterance,listener,It's OK we all get jealous sometimes. What did you envy about your best friend?,jealous
hit:8456_conv:16913,utterance,speaker,"He got highest paid job in one of the biggest firms. But, don't know why, it bothers me.",jealous
hit:8456_conv:16913,utterance,listener,"Don't sweat it! I am sure with hard work and determination, you will land a good job too!",confident
hit:9575_conv:19151,situation,none,My ex girlfriend just had her first kid.  Its so weird to see that.  She got pregnant right after we broke up,jealous
hit:9575_conv:19151,utterance,speaker,"Wow, so I just saw that my ex girlfriend just had a baby",surprised
hit:9575_conv:19151,utterance,listener,"Oh my, I would have been shocked. Wow did you react to finding this?",questioning
hit:9575_conv:19151,utterance,speaker,"She got pregnant right after we broke up.  that guy was why we broke up.  I was pretty mad, but im kinda glad im not stuck with her",sad
hit:9575_conv:19151,utterance,listener,Yes maybe it was for the best time. Hopefully you will someone better.,consoling
hit:11133_conv:22267,situation,none,Sometimes my friends brag about the nice things they have and I feel a little green. I know it's not good but I can't help it.,jealous
hit:11133_conv:22267,utterance,speaker,Some of my friends brag too much about the things they have. It makes me a little green sometimes.,jealous
hit:11133_conv:22267,utterance,listener,I totally get that. My sister does the same thing. It's hard not to feel envious even if you have a good life.,agreeing
hit:11133_conv:22267,utterance,speaker,"I know, right? I work very hard, some of my friends have no idea what hard work is yet they have so much.",jealous
hit:11133_conv:22267,utterance,listener,"I have friends like that too. To be honest, I have dropped friendships over this.",guilty
hit:11013_conv:22027,situation,none,A few weeks ago a lady at my job got a promotion i thought i was going to get.,jealous
hit:11013_conv:22027,utterance,speaker,A few weeks ago a lady at my job got a promotion i thought i was going to get.,jealous
hit:11013_conv:22027,utterance,listener,Oh no! I am so sorry. That is really tough.,sympathizing
hit:11013_conv:22027,utterance,speaker,It was really a tough one to swallow.,sad
hit:11013_conv:22027,utterance,listener,Did you get any feedback on what you could do to improve your chances next time?,questioning
hit:11013_conv:22027,utterance,speaker,Nope. I think it was just favoritism to be honest.,neutral
hit:11013_conv:22027,utterance,listener,"Ah, that happens.  Again, very sorry. Maybe you can find the silver lining in it. Or, find a new job and get a fresh start somewhere else.",sympathizing
hit:11946_conv:23893,situation,none,I came home in my new mclaren.  It looked puny compared to my friends new bugatti though...,jealous
hit:11946_conv:23893,utterance,speaker,I came home in my new mclaren to show it to my friend.,surprised
hit:11946_conv:23893,utterance,listener,Whow! That is one mean car!   What did your friend say?,questioning
hit:11946_conv:23893,utterance,speaker,"Well It looked puny compared to my friends new bugatti though, so nobody cared baout mine...",jealous
hit:11946_conv:23893,utterance,listener,That must be quite exciting to drive around in those supercars!,acknowledging
hit:2930_conv:5860,situation,none,My friend got a new hot girlfriend,jealous
hit:2930_conv:5860,utterance,speaker,"Ugh I can't believe what happened, he doesn't deserve this.",disgusted
hit:2930_conv:5860,utterance,listener,What happened?,questioning
hit:2930_conv:5860,utterance,speaker,My buddy got a new smoking hot girlfriend and now I'm lonely,jealous
hit:2930_conv:5860,utterance,listener,I bet you are super jealous!,acknowledging
hit:2930_conv:5860,utterance,speaker,"I really am, you'd think he'd take my feelings in to consideration right?",surprised
hit:8516_conv:17033,situation,none,"I am jealous of my coworker, he is very athletic and smart",jealous
hit:8516_conv:17033,utterance,speaker,"I am jealous of my coworker, he is very athletic and smart",jealous
hit:8516_conv:17033,utterance,listener,Don't worry about him.  Keep working on you.  I'm sure you have a lot of great qualities.,confident
hit:8516_conv:17033,utterance,speaker,"Thank you, I like to think that sometimes, but it can be tough",neutral
hit:8516_conv:17033,utterance,listener,I understand.  Its hard to not compare yourself with others but we're all made differently with our own strengths.  Try to shine with those!,agreeing
hit:5875_conv:11751,situation,none,i deserve that car  but i cannot afford it and he can even though I work better job than my neighbour :(,jealous
hit:5875_conv:11751,utterance,speaker,i deserve that car but i cannot afford it and he can even though I work better job than my neighbour :(,jealous
hit:5875_conv:11751,utterance,listener,"Oh no, im sorry to hear that",sympathizing
hit:5875_conv:11751,utterance,speaker,I think I am jealous,jealous
hit:5875_conv:11751,utterance,listener,It happens... but you never know their situation and sometimes people make bad financial decisions,neutral
hit:2859_conv:5719,situation,none,I am upset because my friend just got a new house and I am still living in a 1 bedroom apartment.,jealous
hit:2859_conv:5719,utterance,speaker,My friend just got a brand new house.. and I feel like a loser because I am still in an apartment.,jealous
hit:2859_conv:5719,utterance,listener,It is nice to have your own place. Think about just being able to do whatever you want. You can just punch your walls if you want.,content
hit:2859_conv:5719,utterance,speaker,I can't though I live in a 1 bedroom apartment.  Cries...,annoyed
hit:2859_conv:5719,utterance,listener,It's ok just think about it this way. You don't have to pay property taxes or even be worried about your lawn.,acknowledging
hit:11580_conv:23160,situation,none,Every single person I know got to go on a vacation this year except for me.,jealous
hit:11580_conv:23160,utterance,speaker,Every single person I know got to go on a vacation this year except for me.,jealous
hit:11580_conv:23160,utterance,listener,I'm so sorry to hear that. Is there a reason why you couldn't?,sympathizing
hit:11580_conv:23160,utterance,speaker,"I just don't have the funds or time away from work. Even my sister and her husband, who are as broke as me, went on one.",jealous
hit:11580_conv:23160,utterance,listener,"To be fair, travelling is expensive and probably overrated to a certain extent. I hope you do find the time to take some time away from work so you can enjoy yourself though.",encouraging
hit:7671_conv:15342,situation,none,My friend just bought a new Range Rover.  I am so envious of him.,jealous
hit:7671_conv:15342,utterance,speaker,My friend just bought a new Range Rover.,jealous
hit:7671_conv:15342,utterance,listener,That's great. Is it very nice? I've never been in one of those before.,questioning
hit:7671_conv:15342,utterance,speaker,They are so nice!  I am so envious of him.,jealous
hit:7671_conv:15342,utterance,listener,How many people does it hold? I have five kids so we have a minivan.,questioning
hit:5501_conv:11003,situation,none,My friend just got engaged to her girlfriend of 6 months. I cant even get a second date,jealous
hit:5501_conv:11003,utterance,speaker,MY friend just got engaged to her girlfriend of six months,jealous
hit:5501_conv:11003,utterance,listener,How do you feel about that?,questioning
hit:5501_conv:11003,utterance,speaker,I can't even get a second date. Im not too happy lol,sad
hit:5501_conv:11003,utterance,listener,Do you feel that 6 months is too fast?,questioning
hit:5501_conv:11003,utterance,speaker,I think they are perfect for each other. Like its almost scary lol,acknowledging
hit:2858_conv:5717,situation,none,"Growing up, I never had a lot of money. It would make me feel pretty bad when I saw my friends with new shoes or new clothes.",jealous
hit:2858_conv:5717,utterance,speaker,I always feel so bad when I see my other friends with new clothes. I wish I could have clothes that weren't purchased at a thrift store...,jealous
hit:2858_conv:5717,utterance,listener,I don't think having designer brand is all that great.,jealous
hit:2858_conv:5717,utterance,speaker,It's not. I'm just tired of feeling like everyone looks so much cooler than me.,jealous
hit:2858_conv:5717,utterance,listener,Why does being cool matter though? Wouldn't you rather just be yourself?,questioning
hit:2030_conv:4060,situation,none,I am kind of mad at one of my co-workers.,jealous
hit:2030_conv:4060,utterance,speaker,I am kind of mad at one of my co-workers,jealous
hit:2030_conv:4060,utterance,listener,Oh no!  Why are you mad at them?,questioning
hit:2030_conv:4060,utterance,speaker,It is just one..He got the promotion I was after.,jealous
hit:2030_conv:4060,utterance,listener,That stinks!  Try not to be jealous though.  Something else will come your way.,acknowledging
hit:7406_conv:14812,situation,none,it upset me to see my brother pulling up a new BMW,jealous
hit:7406_conv:14812,utterance,speaker,it upset me to see my brother pulling up in a new BMW,jealous
hit:7406_conv:14812,utterance,listener,Why? Did he steal it? haha,questioning
hit:7406_conv:14812,utterance,speaker,nah cause he doesnt pay child support but he can go get stuff like this,neutral
hit:7406_conv:14812,utterance,listener,"Oh wow, that is low! Hate men like that, that won't support their children.",acknowledging
hit:11541_conv:23082,situation,none,My step daughter bought a brand new car. It's one of my favorites . I love a lexus.,jealous
hit:11541_conv:23082,utterance,speaker,"So , my step daughter just bought a brand new car. wondering what the heck am I doin wrong here.",jealous
hit:11541_conv:23082,utterance,listener,Maybe its time to find a new job?,suggesting
hit:11541_conv:23082,utterance,speaker,Maybe your right. She got a lexus. That's one of my favorites!,suggesting
hit:11541_conv:23082,utterance,listener,Awesome.  Are you feeling a little jealous?,questioning
hit:11541_conv:23082,utterance,speaker,Totally! LOL,agreeing
hit:11541_conv:23082,utterance,listener,"Don't worry, I'm sure she'll put a dent in it before the month is up.",confident
hit:11541_conv:23082,utterance,speaker,"Lol, lets hope so!",encouraging
hit:11541_conv:23082,utterance,listener,You should take a ride with her and try to get her to paralell park in a tight space or something,apprehensive
hit:5111_conv:10223,situation,none,I can't believe my friend got a new car. I want a new car,jealous
hit:5111_conv:10223,utterance,speaker,MY friend just got a new car.,jealous
hit:5111_conv:10223,utterance,listener,oh wow! what did they get?,questioning
hit:5111_conv:10223,utterance,speaker,A camaro. I want a new car. Mine is over 15 years old,nostalgic
hit:5111_conv:10223,utterance,listener,wow camaros are awesom.i just got a new suv,impressed
hit:5111_conv:10223,utterance,speaker,Why is everyone getting new cars except me,jealous
hit:3347_conv:6694,situation,none,I saw my partner talking to his college friend in our friend's birthday party. They were chatting in a very humorous way,jealous
hit:3347_conv:6694,utterance,speaker,"In our friend's birthday party, i saw my partner chatting with her male college friend. They seemed very joyful and it made feel jealous",jealous
hit:3347_conv:6694,utterance,listener,Maybe it is your imagination.The were probably catching up.,suggesting
hit:3347_conv:6694,utterance,speaker,I don't know what that was. But i felt pretty jealous from inside and do not want him around my partner anymore,jealous
hit:3347_conv:6694,utterance,listener,You should not be so insecure about your partner.It is not healthy.,apprehensive
hit:2767_conv:5534,situation,none,My mom has a Tv inevery room of her house. Even the kitchen. I can only afford one tv for my entire apartment,jealous
hit:2767_conv:5534,utterance,speaker,MY mother has so many televisions at her house,jealous
hit:2767_conv:5534,utterance,listener,How many does she have?,questioning
hit:2767_conv:5534,utterance,speaker,6,apprehensive
hit:2767_conv:5534,utterance,listener,"That is a lot wow, she must really love watching tv atleast it gives her something to do tho!",acknowledging
hit:2767_conv:5534,utterance,speaker,She even has one in the kitchen. I only have one tv in  my entire apartment!,jealous
hit:4350_conv:8701,situation,none,"Becky got the new promotion at work, I was really wanting it. It seems like she always gets what she wants...",jealous
hit:4350_conv:8701,utterance,speaker,"I didn't get the promotion at work, I cant believe Becky got it over me... I'm really upset about it.",jealous
hit:4350_conv:8701,utterance,listener,"Gee, that is too bad. I wonder why Becky got it and you didn't?",questioning
hit:4350_conv:8701,utterance,speaker,"I don't know, It just seems like she always gets everything. ugh ! Sometimes I wish I could be as lucky as her.",jealous
hit:4350_conv:8701,utterance,listener,"Yeah, that's no fun. Maybe you'll get offered the next promotion that is available?",suggesting
hit:6876_conv:13753,situation,none,My buddy at work just bought a brand new boat.  I don't even boat but the thing is really nice and I wish I had one.,jealous
hit:6876_conv:13753,utterance,speaker,My buddy at work just went and bought a really nice boat.,jealous
hit:6876_conv:13753,utterance,listener,"Man, I wish I had the money to afford a boat, I don't know about you.",jealous
hit:6876_conv:13753,utterance,speaker,Lol I feel the same way.  I don't even like fishing but I would kill for that boat.,jealous
hit:6876_conv:13753,utterance,listener,Imagine days spent cruising around on the water!,joyful
hit:4815_conv:9630,situation,none,When my sister kept winning at the game.,jealous
hit:4815_conv:9630,utterance,speaker,"We had a family get together full of contests, and my sister won but I wish I would have won.",jealous
hit:4815_conv:9630,utterance,listener,"Aw, well you can't win everything. Be happy for her!",neutral
hit:4815_conv:9630,utterance,speaker,"I am happy for her, but I really wish I would have won.",disappointed
hit:4815_conv:9630,utterance,listener,Was there a prize you wanted from it? Or just recognition?,questioning
hit:6795_conv:13591,situation,none,Came home from work pretty upset. I did not get the promotion I rightfully deserved.,disappointed
hit:6795_conv:13591,utterance,speaker,I came home today after a long day at work in a pretty foul mood.,disgusted
hit:6795_conv:13591,utterance,listener,"Well, work can be stressful for many and do that. Often, we can bring it home with us.",lonely
hit:6795_conv:13591,utterance,speaker,I was passed over again for a promotion. They gave it to someone who has been there less than a year.,disappointed
hit:6795_conv:13591,utterance,listener,That would be very disappointing and frustrating I'm sure. No doubt you wonder why they would do such a thing!,agreeing
hit:788_conv:1577,situation,none,"My neighbor is moving to a single family home, I'm envious!",jealous
hit:788_conv:1577,utterance,speaker,I live in a townhome community right now and my neighbor is moving to a single family home. She's lucky!,jealous
hit:788_conv:1577,utterance,listener,I wish you'll also move soon. anyway I'm happy for your neighbor.,wishing
hit:788_conv:1577,utterance,speaker,I am too but also a little envious. I'd like a yard.,jealous
hit:788_conv:1577,utterance,listener,"Everyone has their time, yours will come soon",encouraging
hit:7667_conv:15334,situation,none,My ex already found someone else.,jealous
hit:7667_conv:15334,utterance,speaker,My ex already found someone else. I can not believe it!,jealous
hit:7667_conv:15334,utterance,listener,Were you guys married?,questioning
hit:7667_conv:15334,utterance,speaker,We were just dating. I am bubbling with jealousy because she takes picture with him and sends them to me.,jealous
hit:7667_conv:15334,utterance,listener,Are you serious? That's so childish. I wouldn't let it bother you even though I know thats easier said than done.,agreeing
hit:1593_conv:3187,situation,none,My friend recently renovated her house and I was envious because I've been dreaming about doing mine.,jealous
hit:1593_conv:3187,utterance,speaker,My friend recently renovated her kitchen and I was so envious because I've been dreaming about remodeling my own for years.,jealous
hit:1593_conv:3187,utterance,listener,I'm sure you'll be able to do yours soon.  And maybe you can get some good ideas from hers!,suggesting
hit:1593_conv:3187,utterance,speaker,That's true! I never looked at it that way!,agreeing
hit:1593_conv:3187,utterance,listener,And when you do yours it will be that much newer than hers ;),neutral
hit:1661_conv:3322,situation,none,"My brother just got a new job, and he and his family are moving into a bigger house in a nicer city. Kind of wish I had his success right now, but I'm struggling to remain proud of him too. I don't want to make it all about me.",jealous
hit:1661_conv:3322,utterance,speaker,"My brother just got a new job, and he and his family are moving into a bigger house in a nicer city. Kind of wish I had his success right now, but I'm struggling to remain proud of him too. I don't want to make it all about me.",jealous
hit:1661_conv:3322,utterance,listener,Have you asked him how he feels about that entire situation?,questioning
hit:1661_conv:3322,utterance,speaker,"He's excited, of course. But I'm sure he's nervous, too. I watched him during the job search process--it took a while. So I know he's relieved, which I'm happy about, too.",confident
hit:1661_conv:3322,utterance,listener,"Life is a scary place, anything could happen at any time.",terrified
hit:8238_conv:16476,situation,none,"When a strange, or even one I know, female flirts with my husband.",jealous
hit:8238_conv:16476,utterance,speaker,"When we went grocery shopping the other night some girl starting talking to my husband, giggling, and all that. He tried to be polite, but, she just wouldn't sto[p and I got so mad.",furious
hit:8238_conv:16476,utterance,listener,I don't blame you!  I would've been furious if some girl was talking to my husband that way.  Ridulous how awful some people are.,furious
hit:8238_conv:16476,utterance,speaker,I just finally cracked a joke about us needing to get to the grandkids party.,ashamed
hit:8238_conv:16476,utterance,listener,"Ha ha, that's a good one.",acknowledging
hit:8238_conv:16476,utterance,speaker,It was funny actually. My hubby was so embarrassed because she was just too extra lol.,embarrassed
hit:11144_conv:22288,situation,none,Friend telling me about their travel plans and me becoming really awkward.,jealous
