Dialog_ID,Type,Actor,Text
hit:10009_conv:20019,utterance,listener,Is it your first date with her?
hit:10009_conv:20019,utterance,speaker,Yes it will be
hit:10009_conv:20019,utterance,listener,Where are you taking her?
hit:10009_conv:20019,utterance,speaker,I am taking to a movie and the Olive Garden.
hit:7348_conv:14696,situation,none,Got seasons pass to an amusement park.
hit:7348_conv:14696,utterance,speaker,Got seasons pass to an amusement park.
hit:7348_conv:14696,utterance,listener,that sounds like fun. what amusement park?
hit:7348_conv:14696,utterance,speaker,Cedar Point! got the pass at a discount.
hit:7348_conv:14696,utterance,listener,that is awesome. hope you enjoy yourself
hit:6898_conv:13797,situation,none,i was happy when i saw i got the day off!
hit:6898_conv:13797,utterance,speaker,i was happy when  i saw i got the day off!
hit:6898_conv:13797,utterance,listener,Congrats! A day off is always nice.  Did you do anything fun with your extra time?
hit:6898_conv:13797,utterance,speaker,nah just sit at home and relax like you!
hit:6898_conv:13797,utterance,listener,"Haha, relaxing days can be super helpful.  I hope you have a good rest of your weekend!"
hit:3418_conv:6837,situation,none,I was looking forward to seeing a movie last weekend. I wanted to see it all summer
hit:3418_conv:6837,utterance,speaker,I couldnt wait to see a movie last weekend. I had wanted to see it all summer
hit:3418_conv:6837,utterance,listener,It seems you were anticipating for a long time. Which movie did you watch/
hit:3418_conv:6837,utterance,speaker,It was the new mission impossible movie
hit:3418_conv:6837,utterance,listener,I have heard its good. Did you like it?
hit:4729_conv:9458,situation,none,I can't wait for this weekend.
hit:4729_conv:9458,utterance,speaker,I just can't wait for this weekend.
hit:4729_conv:9458,utterance,listener,Big plans?
hit:4729_conv:9458,utterance,speaker,I going to see my kids after 2 months.
hit:4729_conv:9458,utterance,listener,that's awesome!
hit:9513_conv:19027,situation,none,i cant wait for next week!
hit:9513_conv:19027,utterance,speaker,i cant wait for next wek
hit:9513_conv:19027,utterance,listener,What happens next week?
hit:9513_conv:19027,utterance,speaker,the kids go back to school
hit:9513_conv:19027,utterance,listener,I bet that is exciting then. Are they happy too?
hit:9864_conv:19729,situation,none,I am so ready to go on vacation. I leave next Friday for the beach.
hit:9864_conv:19729,utterance,speaker,I am so ready to go on vacation. I leave next Friday for the beach.
hit:9864_conv:19729,utterance,listener,Where are you vacationing too?
hit:9864_conv:19729,utterance,speaker,Im heading to Florida. Im going with a bunch of friends for a week.
hit:9864_conv:19729,utterance,listener,"I love the heat, you're going to be melting up in Florida though."
hit:4043_conv:8087,situation,none,Next week my brother is coming to visit me. I can't wait to see him. We haven't seen each other in a long time.
hit:4043_conv:8087,utterance,speaker,Next week my brother is paying me a visit. I am quite excited as I have not seen him in a while.
hit:4043_conv:8087,utterance,listener,Thats awesome! I hope the visit goes well :)
hit:4043_conv:8087,utterance,speaker,We will have a good time together. He is bringing his fiancee with him who I have not met yet.
hit:4043_conv:8087,utterance,listener,Oh wow so the pressure is on to make a good impression haha
hit:3044_conv:6088,situation,none,the ufc fights are gonna happen tonight
hit:3044_conv:6088,utterance,speaker,"How was your day, anything special going on tonight or later on ?"
hit:3044_conv:6088,utterance,listener,You were suppose to start the conversation with a situation based on the context chosen.
hit:3044_conv:6088,utterance,speaker,"Im actually quite pumped for tonight , gonna bbq and watch the ufc fights"
hit:3044_conv:6088,utterance,listener,I hope the hit will not be rejected.
hit:3044_conv:6088,utterance,speaker,"I hope the whole card is awesome, gonna be some good fights tonight"
hit:995_conv:1990,situation,none,I was excited when I was accepted into graduate school
hit:995_conv:1990,utterance,speaker,I was excited when I was accepted into graduate school
hit:995_conv:1990,utterance,listener,I bet
hit:995_conv:1990,utterance,speaker,it was a weight off my back more so
hit:995_conv:1990,utterance,listener,"That is good to hear, less weight the better"
hit:3545_conv:7091,situation,none,I cannot wait for the new super smash bros for the nintendo switch
hit:3545_conv:7091,utterance,speaker,I cannot wait for the new super smash bros for the nintendo switch
hit:3545_conv:7091,utterance,listener,oh when does it come out .. we just got mario aces.. it was ok
hit:3545_conv:7091,utterance,speaker,"It comes out in december, I was disappointed with aces, but Smash should be much better"
hit:3545_conv:7091,utterance,listener,i hope so
hit:4287_conv:8575,situation,none,"I'm going on a long train ride tomorrow! From South Carolina to New York! I'm just going to see an old college friend for a couple of days, but I'm just as pumped about the train ride, because I've never been on one before! They seem so peaceful and charmingg."
hit:4287_conv:8575,utterance,speaker,"I'm going on a long train ride tomorrow! From South Carolina to New York! I'm just going to see an old college friend for a couple of days, but I'm just as pumped about the train ride, because I've never been on one before! They seem so peaceful and charming."
hit:4287_conv:8575,utterance,listener,"That seems like a short train ride compared to say, going across country or something! Are you going to be sleeping on it overnight?"
hit:4287_conv:8575,utterance,speaker,"Yeah, I am. I didn't even know they did across-the-country train rides... Those would be cool. Or maybe they would get boring because you'd start to feel cramped? Who knows. It just always seems like when you hear about trains in movies and TV, they have this romantic quality about them. Maybe it's because they feel like they're from a different era"
hit:4287_conv:8575,utterance,listener,"They really do feel that way! There's actually a train in Africa, I want to say Kenya? Where it is like stepping back in time and you go on a week long journey on the train, you have to dress fancy and it seems like a dream come true."
hit:4287_conv:8575,utterance,speaker,Oh man that sounds like a really cool idea. Thanks for telling me about that.. sometimes it's surprising the creative things people come up with
hit:1567_conv:3134,situation,none,Going on a date with my crush this weekend. I'm kinda nervous!
hit:1567_conv:3134,utterance,speaker,Going on a date with my crush this weekend. I'm kinda nervous!
hit:1567_conv:3134,utterance,listener,Those butterflies are good for you. It will keep things interesting.
hit:1567_conv:3134,utterance,speaker,"Butterflies are great. It means I like her, but I just hope I don't make a doofus of myself."
hit:1567_conv:3134,utterance,listener,Don't be afraid to be yourself. She will love it if you do.
hit:1212_conv:2424,situation,none,"Yesterday, my girlfriend threw me a surprise party."
hit:1212_conv:2424,utterance,speaker,"So, I got home from work yesterday and I found out that my girlfriend threw me a surprise birthday party!"
hit:1212_conv:2424,utterance,listener,Thats great! How old are you.
hit:1212_conv:2424,utterance,speaker,"I turned 28! I was so excited for the party, even though I think I'm too old for them."
hit:1212_conv:2424,utterance,listener,You're never too old to have fun! Don't ever think that. Always stay a kid at heart
hit:8424_conv:16849,situation,none,I start my new job tomorrow. I am so ready to be doing something new.
hit:8424_conv:16849,utterance,speaker,I cant wait to start my new job tomorrow. Ill have better hours and higher pay.
hit:8424_conv:16849,utterance,listener,What kind of job is it
hit:8424_conv:16849,utterance,speaker,Its a financial analyst job. The company is really good and its something new for me.
hit:8424_conv:16849,utterance,listener,That sounds like a good one
hit:1274_conv:2549,situation,none,I have a two week vacation coming out and I'm really excited about it.
hit:1274_conv:2549,utterance,speaker,I have a two week vacation coming out and I'm friggin' excited!
hit:1274_conv:2549,utterance,listener,"Dang, a whole two weeks? Going anywhere, or just hanging out and really enjoying yourself at home?"
hit:1274_conv:2549,utterance,speaker,"Plan on doing both, actually. We're going to Florida for about a week and then after we return from that trip I'm going to just bum out for a week."
hit:1274_conv:2549,utterance,listener,That's a good way to do it. especially because it's easy to get those post-vacation blues. That's actually really smart
hit:1274_conv:2549,utterance,speaker,"Yeah, I think it'll really allow me to recoup and be 110% ready to attack work by the time the vacation is over."
hit:2103_conv:4206,situation,none,My boss just gave me an all expense paid ticket to paris to enjoy my annual leave and im happy
hit:2103_conv:4206,utterance,speaker,My boss just gave me an all expense paid ticket to paris to enjoy my annual leave and im happy
hit:2103_conv:4206,utterance,listener,Wow how amazing! You must be so excited.
hit:2103_conv:4206,utterance,speaker,"Yes I am, I have been working for 3 years in a row without a holiday :)"
hit:2103_conv:4206,utterance,listener,"Wow enjoy it, you deserve it!"
hit:11399_conv:22799,situation,none,I am going on a vacation soon and can not wait.
hit:11399_conv:22799,utterance,speaker,I can't wait. im going to Europe here soon!
hit:11399_conv:22799,utterance,listener,Oh how exciting! Where are you going?
hit:11399_conv:22799,utterance,speaker,"All over, my uncle said it's a suprise."
hit:11399_conv:22799,utterance,listener,You are going to have such a great time and make memories you will cherish the rest of your life
hit:11399_conv:22799,utterance,speaker,Aw thank you! Yea i am not really fniancially stable so this is a big thing for me.
hit:11399_conv:22799,utterance,listener,You enjoy it a lot of people never travel so be thankful for the experience and soak up everything like a sponge
hit:11399_conv:22799,utterance,speaker,I think i got that perspective down!
hit:11399_conv:22799,utterance,listener,"I would agree that you do, enjoy your trip!"
hit:141_conv:282,situation,none,I am excited for the baseball playoffs.
hit:141_conv:282,utterance,speaker,I am excited for baseball playoffs. Are you?
hit:141_conv:282,utterance,listener,"I watch it sometimes, It can be a little slow moving for my taste."
hit:141_conv:282,utterance,speaker,I love the Yankees.
hit:141_conv:282,utterance,listener,"Are you from New York area. I'm a little farther south, but I do like them for sure."
hit:3916_conv:7833,situation,none,i cant wait for this friday!
hit:3916_conv:7833,utterance,speaker,i cant wait for this friday!
hit:3916_conv:7833,utterance,listener,"Oh, what's happening on Friday?"
hit:3916_conv:7833,utterance,speaker,gonna go clubbin!
hit:3916_conv:7833,utterance,listener,Hope you have fun!
hit:7836_conv:15673,situation,none,"I'm so excited to see my sister today, it's been 6 months!"
hit:7836_conv:15673,utterance,speaker,"I'm so excited to see my sister today, it's been 6 months!"
hit:7836_conv:15673,utterance,listener,That's awesome does she live far away or just super busy all the time?
hit:7836_conv:15673,utterance,speaker,"She lives 4 hours a way, and has her own family so it's rare we get to see eachother."
hit:7836_conv:15673,utterance,listener,Are you going to dinner together or something?
hit:11697_conv:23394,situation,none,My PS4 just arrived in the mail.
hit:11697_conv:23394,utterance,speaker,My PS4 just arrived in the mail with a new game!
hit:11697_conv:23394,utterance,listener,You must be so excited! What game did you get?
hit:11697_conv:23394,utterance,speaker,"I am! I got God of War, I wonder if it will be good. Can't wait to load it up when I get home."
hit:11697_conv:23394,utterance,listener,That actually got great reviews. I am sure you are going to love it!
hit:5849_conv:11698,situation,none,I leave on vacation in 2 days! Can't wait
hit:5849_conv:11698,utterance,speaker,I leave on vacation in 2 days! Can't wait
hit:5849_conv:11698,utterance,listener,That sounds like fun!
hit:5849_conv:11698,utterance,speaker,Yes it's been a while
hit:5849_conv:11698,utterance,listener,I hope you have a good time.
hit:7855_conv:15711,situation,none,I'll have my truck paid off next month.  I don't know why but I am so happy to finally have that debt off my hands.
hit:7855_conv:15711,utterance,speaker,"I can't wait till next month, I'll finally have my truck all paid off!"
hit:7855_conv:15711,utterance,listener,That's awesome! Nothing like freeing up your budget with no car payment.
hit:7855_conv:15711,utterance,speaker,Yeah I feel like I can breath a little bit with our finances now!
hit:7855_conv:15711,utterance,listener,"Congratulations on getting it all paid off, your wallet is gonna thank you!"
hit:6325_conv:12651,situation,none,I can't wait for saturday!
hit:6325_conv:12651,utterance,speaker,I can't wait for saturday! We're going on a little family adventure
hit:6325_conv:12651,utterance,listener,Oh cool! Where are you guys going?
hit:6325_conv:12651,utterance,speaker,We're driving a few hours away to the beach
hit:6325_conv:12651,utterance,listener,That sounds like fun! Beach days are the best days!
hit:7443_conv:14886,situation,none,I won $200 tonight
hit:7443_conv:14886,utterance,speaker,I won $200 tonight
hit:7443_conv:14886,utterance,listener,"Wow this is lucky, how?"
hit:7443_conv:14886,utterance,speaker,In a raffle.
hit:7443_conv:14886,utterance,listener,Thats cool! Spoil yourself and use it for something fun.
hit:7443_conv:14886,utterance,speaker,I think i'm just going to put it in the bank. I'm saving up to buy a house.
hit:525_conv:1050,situation,none,I had been looking at Black Friday adds for weeks and found an awesome deal on a tv. The store only gives out so many so you have to be almost first in line. Like the first 20-30 people get them. I was running a little late but I still made it in time and got the tv!
hit:525_conv:1050,utterance,speaker,Although I was running late I was still made it to the Black Friday sale and was able to get in the front of the line still to get the tv I really wanted!
hit:525_conv:1050,utterance,listener,Why do you have to stress so much to get black Friday sales
hit:525_conv:1050,utterance,speaker,Oh I wasn't stressed. It was amazing to get the tv for a great price when I was really short on cash that year.
hit:525_conv:1050,utterance,listener,Okay. I think you need to find a better source of income so that you will not have to wait for black friday to get what you want
hit:9805_conv:19610,situation,none,Just got my tickets for Halloween Horror Nights.
hit:9805_conv:19610,utterance,speaker,Very stoked that I just got my tickets for Halloween Horror Nights this year.
hit:9805_conv:19610,utterance,listener,"I love Halloween, what is horrors night?"
hit:9805_conv:19610,utterance,speaker,It's a Halloween festival at Universal Studios.
hit:9805_conv:19610,utterance,listener,"That's fun, do the ghosts chase you around?"
hit:9805_conv:19610,utterance,speaker,"Yes, they have people dressed up as ghosts, zombies, and lots more that chase you."
hit:2126_conv:4253,situation,none,arranging for a condo at the beach
hit:2126_conv:4253,utterance,speaker,I just booked a place for a week at the beach later this month. I can't wait!
hit:2126_conv:4253,utterance,listener,That's great. It's been a hot summer. I hope you have fun.
hit:2126_conv:4253,utterance,speaker,"Thanks! We haven't been to the beach for a few years, and my son is about to be a senior so we don't have many family vacations left."
hit:2126_conv:4253,utterance,listener,Everybody likes beach trips.
hit:2126_conv:4253,utterance,speaker,"It's true, the beach is always relaxing and good family time."
hit:1864_conv:3728,situation,none,I am excited for the new super smash bros game coming out for the switch soon
hit:1864_conv:3728,utterance,speaker,I am excited for the new super smash bros game coming out for the switch soon
hit:1864_conv:3728,utterance,listener,Sounds interesting. I'd love to check that out!
hit:1864_conv:3728,utterance,speaker,"You should, it is worth a look!"
hit:1864_conv:3728,utterance,listener,"It's a Mario-type game, isn't it?"
hit:11405_conv:22811,situation,none,Going up to Pikes Peak in a few weeks for the first time since moving to colorado. Over 14k feet of awesomeness.
hit:11405_conv:22811,utterance,speaker,I'm getting to see Pikes Peak for the first time since moving to Colorado.
hit:11405_conv:22811,utterance,listener,oh very cool. I have never been to Colorado. I keep saying i want to go but never do. Maybe for GABF in a couple years. Who knows.
hit:11405_conv:22811,utterance,speaker,"It is definitely worth a visit. If you come from the east, skip kansas, Its flat which is cool for a while, but then just the smell of cow."
hit:11405_conv:22811,utterance,listener,i've heard that. i'd be coming north from Austin so easy enough to avoid cow smell :D
hit:11405_conv:22811,utterance,speaker,enjoy your 12 hour drive to the border :P haha god texas is so big.
hit:9080_conv:18161,situation,none,Tomorrow I'm finally having a day off where I can enjoy going to the mall... I can't wait!
hit:9080_conv:18161,utterance,speaker,omorrow I'm finally having a day off where I can enjoy going to the mall... I can't wait!
hit:9080_conv:18161,utterance,listener,"Oooh, that sounds fun. What are you planning on shopping for?"
hit:9080_conv:18161,utterance,speaker,Home stuff for my new apartment
hit:9080_conv:18161,utterance,listener,"Oh, what a coincidence! I moved into a new apartment as well. You need more stuff than you'd think!"
hit:5130_conv:10261,situation,none,I'm excited for Red Dead Redemption 2 to come out.  Even though it's a couple months away
hit:5130_conv:10261,utterance,speaker,I'm excited for Red Dead Redemption 2 to come out!
hit:5130_conv:10261,utterance,listener,What is that? A video game?
hit:5130_conv:10261,utterance,speaker,"Yes, sadly I'm still an adult who still gets excited about video games."
hit:5130_conv:10261,utterance,listener,"No worries, we all have our hobbies!"
hit:3635_conv:7270,situation,none,I'm going to take a trip on a cruise ship next weekend.
hit:3635_conv:7270,utterance,speaker,I'm going to take a trip on a cruise ship next weekend.
hit:3635_conv:7270,utterance,listener,That's awesome! Where are you going on the cruise?
hit:3635_conv:7270,utterance,speaker,It goes around  the carribean
hit:3635_conv:7270,utterance,listener,Watch out for the pirates of the Caribbean and the Bermuda triangle!
hit:3635_conv:7270,utterance,speaker,I like to take a risk every once in a while. I'll take my chances.
hit:7610_conv:15220,situation,none,I'm looking forward to the Spanish Supercopa tonight
hit:7610_conv:15220,utterance,speaker,I'm looking forward to the Spanish Supercopa tonight
hit:7610_conv:15220,utterance,listener,what happens at the spanish supercopa ?
hit:7610_conv:15220,utterance,speaker,The winner of the Spanish league and the Spanish cup play against each other. Barcelona v Sevilla. It takes place tonight in Tangiers.
hit:7610_conv:15220,utterance,listener,oh that sounds like fun
hit:7610_conv:15220,utterance,speaker,It should be a good match
hit:7753_conv:15507,situation,none,My friend flew into town this week and I get to see him again after 4 years! I can't wait to see him
hit:7753_conv:15507,utterance,speaker,My friend flew into town this week and I get to see him again after 4 years!
hit:7753_conv:15507,utterance,listener,That's awesome! It's always good to catch up with an old buddy.
hit:7753_conv:15507,utterance,speaker,Yup! I've been wanting to see him so this works out perfectly.
hit:7753_conv:15507,utterance,listener,Hopefully he hasn't changed too much and you guys still have similar interests!
hit:3461_conv:6923,situation,none,i was upset when i couldnt go home on time
hit:3461_conv:6923,utterance,speaker,i was upset when i couldnt go home on time
hit:3461_conv:6923,utterance,listener,oh no.. what happened?
hit:3461_conv:6923,utterance,speaker,too much work and i wasnt allowed to leave
hit:3461_conv:6923,utterance,listener,Sorry to hear that my friend. I hope things work out for you at work soon enough
hit:4043_conv:8086,situation,none,"I have had it happen twice, when I found out I was having a baby girl. I love my girls"
hit:4043_conv:8086,utterance,speaker,"So I found out twice that I was pregnant with a daughter, so I have two little girls now. Different ages of course. I am getting all worked up hoping my next one will be a boy!"
hit:4043_conv:8086,utterance,listener,How did you find that out? Ultrasound or intuition?
hit:4043_conv:8086,utterance,speaker,Ultrasound and an old tale that if the heart rate was above 160 it was definitely a girl lol
hit:4043_conv:8086,utterance,listener,Ah I have two girls too and remember the same old wive's tale haha. Good luck on that boy!
hit:4043_conv:8086,utterance,speaker,awe whats their names? Both my girls have two middle names but first names are AvaLea pronounced AvaLee and my second is Myah :P
hit:4043_conv:8086,utterance,listener,Pretty names. Mine are Kaitlyn and Alyssa.
hit:4043_conv:8086,utterance,speaker,Awe :) I like the name Archer for a boy ^_^. But here is the kicker! My eldest daughter was born September 27 and my youngest was born September 28 xD
hit:5225_conv:10451,situation,none,I so happy when my mom got me a cake last week. It was a nice gesture
hit:5225_conv:10451,utterance,speaker,I was happy when my mom baked me a cake last week. It was a nice gesture
hit:5225_conv:10451,utterance,listener,Oh yum! I love cake! That was nice of her!
hit:5225_conv:10451,utterance,speaker,It was a good cake too
hit:5225_conv:10451,utterance,listener,Ill bet it was! I hope you thanked her! Cake takes time and effort to make!
hit:1378_conv:2756,situation,none,I am excited for the new super smash bors game coming out soon
hit:1378_conv:2756,utterance,speaker,I am excited for the new super smash bors game coming out soon
hit:1378_conv:2756,utterance,listener,"I'm not familiar with that, tell me more."
hit:1378_conv:2756,utterance,speaker,"It is a fighting game with nintendo characters like Mario, Zelda and Pokemon characters"
hit:1378_conv:2756,utterance,listener,"That sounds like fun, which game platform?"
hit:8513_conv:17027,situation,none,I am having a new car delivered on Friday.  I can't wait!
hit:8513_conv:17027,utterance,speaker,I am having a new car delivered on Friday.  I can't wait!
hit:8513_conv:17027,utterance,listener,thats cool. what kind of car are you getting
hit:8513_conv:17027,utterance,speaker,It is a special edition Porsche.  It is a dream car!
hit:8513_conv:17027,utterance,listener,oh wow!
hit:7287_conv:14574,situation,none,These days nothing gives me more unexpected joy than find free money or new financial opportunities
hit:7287_conv:14574,utterance,speaker,I used to get excited over getting girls' numbers...nowadays I get excited over free cash and paying off credit card bills
hit:7287_conv:14574,utterance,listener,yea tell me about it... im still paying off cc's from when my wife and i were dating :p
hit:7287_conv:14574,utterance,speaker,Haha wow that's commitment right there
hit:7287_conv:14574,utterance,listener,heh
hit:8524_conv:17049,situation,none,I bought my son a tiny kitten for his birthday tomorrow.
hit:8524_conv:17049,utterance,speaker,I bought my son a tiny kitten for his birthday tomorrow.
hit:8524_conv:17049,utterance,listener,thats a nice birthday gift
hit:8524_conv:17049,utterance,speaker,"He will be over the moon, and I am probably going to be happier to see his face than he will be about getting it."
hit:8524_conv:17049,utterance,listener,take tons of pictures
hit:797_conv:1595,situation,none,I was so thrilled when I got an A on my chemistry exam. I studied for hours and it totally paid off!
hit:797_conv:1595,utterance,speaker,I once got an A on my chemistry exam. I worked really hard for hours and when I got my test score back I was so proud of myself!
hit:797_conv:1595,utterance,listener,You should be. Chemistry is so hard.
hit:797_conv:1595,utterance,speaker,"Yes, I learned that in order to get a good grade in the class, I had to put in the work."
hit:797_conv:1595,utterance,listener,Do you find that you have a natural ability for it or do you have to study
hit:4588_conv:9176,situation,none,School starts back up next month and I am looking forward to it.
hit:4588_conv:9176,utterance,speaker,My school starts back up next month and I cant wait for it!
hit:4588_conv:9176,utterance,listener,What are you studying
hit:4588_conv:9176,utterance,speaker,Economics. Its really exciting learning about different graphs and functions.
hit:4588_conv:9176,utterance,listener,That does sound nice
hit:6150_conv:12300,situation,none,I am so ready for the weekend.
hit:6150_conv:12300,utterance,speaker,I am so ready for the weekend.
hit:6150_conv:12300,utterance,listener,Why is that?
hit:6150_conv:12300,utterance,speaker,I am going to my best friends beach house.
hit:6150_conv:12300,utterance,listener,"That should be a fun time, hope you stay safe!"
hit:3969_conv:7939,situation,none,I am so excited for my next birthday. Im turning 35
hit:3969_conv:7939,utterance,speaker,I'm turning 35 next year. I can't wait
hit:3969_conv:7939,utterance,listener,I hear 35 is the new 25!
hit:3969_conv:7939,utterance,speaker,Is it? lol. I plan to go on a cruise with my close friends. Hopefully they don't flake.
hit:3969_conv:7939,utterance,listener,I hope they don't either! Sounds like the perfect birthday celebration.
hit:3969_conv:7939,utterance,speaker,It will be whether they show up or not
hit:6191_conv:12382,situation,none,"I am super hype for the new super smash bros, it looks so so good!"
hit:6191_conv:12382,utterance,speaker,"I am super hype for the new super smash bros, it looks so so good!"
hit:6191_conv:12382,utterance,listener,"I heard it's suppose to be good, more modern but like the classic also!"
hit:6191_conv:12382,utterance,speaker,"It is certainly the ultimate version of the game, it looks amazing"
hit:6191_conv:12382,utterance,listener,It comes out in December right? It would make a good holiday present!
hit:8566_conv:17132,situation,none,There's a new cute girl on our volleyball team.
hit:8566_conv:17132,utterance,speaker,There's a new cute girl on our volleyball team.
hit:8566_conv:17132,utterance,listener,Dang! Ask her out!
hit:8566_conv:17132,utterance,speaker,hahaha I think we should get to know each other for more than one day first?
hit:8566_conv:17132,utterance,listener,"Alright alright, you can go the slow route"
hit:7319_conv:14639,situation,none,i was happy to see that i have next week off!
hit:7319_conv:14639,utterance,speaker,i was happy to see that i was off next week
hit:7319_conv:14639,utterance,listener,That's really awesome! What are you going to be doing with your time?
hit:7319_conv:14639,utterance,speaker,just chillin is about all i have planned so far.
hit:7319_conv:14639,utterance,listener,Well that's good! A little rest and relaxation is always good!
hit:1879_conv:3759,situation,none,I have received a response from a company that I had applied for a job. They are inviting me for an interview
hit:1879_conv:3759,utterance,speaker,I have received an e-mail response from a company inviting me for an interview. I am so thrilled for hearing back from them
hit:1879_conv:3759,utterance,listener,"That is great, is it far from home?"
hit:1879_conv:3759,utterance,speaker,"It is only 10 miles driving. I hope I can just go and nail the whole interview, leaving the whole crew impressed with my skills"
hit:1879_conv:3759,utterance,listener,"That is not bad at all, best of luck with that!"
hit:8185_conv:16371,situation,none,I cant wait for my trip next week!
hit:8185_conv:16371,utterance,speaker,I cant wait for my trip next week!
hit:8185_conv:16371,utterance,listener,where is your trip at? why are you so exited
hit:8185_conv:16371,utterance,speaker,its las vegas. i love being around all the excitement one mine and all the depression the next :)
hit:8185_conv:16371,utterance,listener,"wow i have always wanted to go to las vegas, good luck and dont gamble all your money haha"
hit:6340_conv:12680,situation,none,gonna try out a fried twinkie
hit:6340_conv:12680,utterance,speaker,"im finally off tomorrow long week of work, and im gonna finally gonna try a fried twinkie i am so pumped"
hit:6340_conv:12680,utterance,listener,"I love fried twinkies, you will too!"
hit:6340_conv:12680,utterance,speaker,"ive never haved one in my life , im really looking forward to it tomorrow"
hit:6340_conv:12680,utterance,listener,I am so excited for you!
hit:7852_conv:15704,situation,none,Next week I get to visit my sister and her family. I haven't seen them in a long time. I am so excited.
hit:7852_conv:15704,utterance,speaker,I can't wait until next week. I get to visit my sister and her family. I haven't seen them in a while.
hit:7852_conv:15704,utterance,listener,That's awesome that you are getting to see your family again!
hit:7852_conv:15704,utterance,speaker,Yeah I am so looking forward to it. I will have a blast with them!
hit:7852_conv:15704,utterance,listener,Well I hope that you have a great time!
hit:498_conv:997,situation,none,"I am going back to college in August and last year I stayed in the freshman dorms. This year, I'm staying in this super nice, brand new facility and I can't wait!"
hit:498_conv:997,utterance,speaker,"I'm not too excited to go back to college, but the living facility that I'm living in this year is much, much better."
hit:498_conv:997,utterance,listener,What makes your new living facility nicer?
hit:498_conv:997,utterance,speaker,"Well the freshman dorms are old and small, whereas the one that I'm living in this year is brand new and closer to an apartment."
hit:498_conv:997,utterance,listener,That is awesome. Having more space is always a plus.
hit:5866_conv:11733,situation,none,word are not enough to express how happy I am about my new car
hit:5866_conv:11733,utterance,speaker,word are not enough to express how happy I am about my new car
hit:5866_conv:11733,utterance,listener,That's great! What kind of car did you get?
hit:5866_conv:11733,utterance,speaker,GMC  Denali
hit:5866_conv:11733,utterance,listener,"Wow, that is a sweet ride!"
hit:5974_conv:11949,situation,none,I get to see my favorite band tonight. I have been following them for 10 years and this is the first time I get to see them. I cant wait.
hit:5974_conv:11949,utterance,speaker,So tonight I am seeing my favorite band for the first time ever. I have been a big fan for a while now.
hit:5974_conv:11949,utterance,listener,"Awesome, do you plan to go early to try and get autographs?"
hit:5974_conv:11949,utterance,speaker,I am so pumped up. I would love to do that. Great idea.
hit:5974_conv:11949,utterance,listener,"Enjoy yourself, if I may, refrain from recording it on your phone, just be in the moment!"
hit:3092_conv:6185,situation,none,I'm babysitting my brother's dog in 2 weeks.
hit:3092_conv:6185,utterance,speaker,I'm babysitting my brother's dog in 2 weeks
hit:3092_conv:6185,utterance,listener,I love dogs! what kind?
hit:3092_conv:6185,utterance,speaker,I think she's mixed.
hit:3092_conv:6185,utterance,listener,mutts are the most loveable.
hit:7004_conv:14008,situation,none,i have a great wife and i am so thankful for her
hit:7004_conv:14008,utterance,speaker,i have a great wife and i am so thankful for her
hit:7004_conv:14008,utterance,listener,That is nice. How long have you been married?
hit:7004_conv:14008,utterance,speaker,6 years in october
hit:7004_conv:14008,utterance,listener,That is great.
hit:897_conv:1795,situation,none,I bought a new car a few days ago. It's really sleek and fun to drive
hit:897_conv:1795,utterance,speaker,I bought a new car a few days ago. It's quite sleek and fun to drive around
hit:897_conv:1795,utterance,listener,"Wow thats awesome, what kind of car did you get?"
hit:897_conv:1795,utterance,speaker,"I got the new 2018 Honda Accord LX. Not the flashiest, but it works and it works well"
hit:897_conv:1795,utterance,listener,"That was a good choice, did you consider any other makes/models ?"
hit:8955_conv:17911,situation,none,I'm pretty stoked about this business idea that just came to mind.  If executed right my friend and I could make a ton of cash
hit:8955_conv:17911,utterance,speaker,I'm pretty stoked because I'm putting together this business idea in my head.  If done right with my friend we could rake in a ton of cash
hit:8955_conv:17911,utterance,listener,That's really cool. What is your idea?
hit:8955_conv:17911,utterance,speaker,It involves splitting up some freelancing work and maximizing productivity.
hit:8955_conv:17911,utterance,listener,That sounds like a really cool idea. I hope that it turns out well!
hit:3579_conv:7159,situation,none,"I can't wait until Halloween. I love scaring the little kids who come to my house, muhahah!"
hit:3579_conv:7159,utterance,speaker,"I can't wait until Halloween. I love scaring the little kids who come to my house, muhahah!"
hit:3579_conv:7159,utterance,listener,Ha! I've always loved the more festive Dia de los Muertos approach to the day rather than scare or gore! What's your favorite Halloween film?
hit:3579_conv:7159,utterance,speaker,"I remember learning about the Day of the Dead festivities in school, it was very fascinating. My favorite Halloween film is Halloween, lol."
hit:3579_conv:7159,utterance,listener,"SAME. Because when it came out, it felt groundbreaking! I remember being soooo scared and jumpy for weeks after seeing that."
hit:4657_conv:9315,situation,none,I am really pumped up!  I get to go horse riding this weekend with my family!
hit:4657_conv:9315,utterance,speaker,I'm really pumped!  I get to go horse back riding this weekend with my family!
hit:4657_conv:9315,utterance,listener,I love horse back riding.  Have you done it before or is this your first time?
hit:4657_conv:9315,utterance,speaker,This will be my first time but I have always wanted to!
hit:4657_conv:9315,utterance,listener,"My first time I sang the song from the movie Oklahoma called Oh, What a Beautiful Mornin'.  I'm kind of dorky though."
hit:1990_conv:3981,situation,none,I just found out that my supervisor approved a pay increase for me starting next week!  It was completely unexpected and I am elated!
