Dialog_ID,Type,Actor,Text
hit:179_conv:358,utterance,listener,I graduated that year too! Cool to see that you were as excited as he likely was.
hit:8233_conv:16466,situation,none,"I had an accident that broke one of my ankles and recovery has been rough. Recently, I broke my record for the longest walk I've taken since the accident."
hit:8233_conv:16466,utterance,speaker,"A while back, I had a car accident and it broke my ankle. I've recovered since then, but I've never been able to walk around like I used to. Last week I did my longest walk since the accident though, so I feel really good about that."
hit:8233_conv:16466,utterance,listener,Thats some really good progress right there
hit:8233_conv:16466,utterance,speaker,"Thanks! It's weird because I never really wanted to run or anything before, but when I realized I might never be able to really run like I used to could, it really bummed me out."
hit:8233_conv:16466,utterance,listener,I guess that could make you regret even the things you never thought og
hit:8041_conv:16083,situation,none,My son said his first word today. I am filled with pride.
hit:8041_conv:16083,utterance,speaker,My son said his first word today.
hit:8041_conv:16083,utterance,listener,thats so amazing
hit:8041_conv:16083,utterance,speaker,"I know, it is! That's the word he said today!"
hit:8041_conv:16083,utterance,listener,thats so cool
hit:3969_conv:7938,situation,none,My daughter got straight As all year! She's so smart!
hit:3969_conv:7938,utterance,speaker,My daughter got straight As all year long! She worked so hard!
hit:3969_conv:7938,utterance,listener,That's great. I wish my daughter was determined like that.
hit:3969_conv:7938,utterance,speaker,Does she try at all?
hit:3969_conv:7938,utterance,listener,In the classes that she likes. It is pretty frustrating for me
hit:1954_conv:3909,situation,none,"My son got a scholarship into a university that I couldn't when I was his age, i'm happy"
hit:1954_conv:3909,utterance,speaker,"My son got a scholarship into a university that I couldn't when I was his age, i'm happy"
hit:1954_conv:3909,utterance,listener,thats so awesome....... what uni is it?
hit:1954_conv:3909,utterance,speaker,Stanford :)
hit:1954_conv:3909,utterance,listener,impressive my god! you really must be so proud...
hit:11364_conv:22728,situation,none,I won a teaching award last year for my work with at-risk youth.
hit:11364_conv:22728,utterance,speaker,I won a teaching award last year for my work with at-risk youth.
hit:11364_conv:22728,utterance,listener,How commendable! Congratulations! That is a wonderful accomplishment.
hit:11364_conv:22728,utterance,speaker,Thank you! I was really pleased!
hit:11364_conv:22728,utterance,listener,Yes you should be. Giving back to communities is very charitable.
hit:11364_conv:22728,utterance,speaker,It's nice to be recognized. What do you do for a living?
hit:11364_conv:22728,utterance,listener,I live on a farm and take care of many animals. :)
hit:11364_conv:22728,utterance,speaker,Wow! That's very commendable as well! They need you.
hit:6156_conv:12312,situation,none,I did well at work this week. I was happy with myself
hit:6156_conv:12312,utterance,speaker,I did well at work this week. I was happy with myself
hit:6156_conv:12312,utterance,listener,Are you gonna get a bonus for it?
hit:6156_conv:12312,utterance,speaker,I am hoping so
hit:6156_conv:12312,utterance,listener,"Good, best of luck with that, you deserve it!"
hit:7044_conv:14089,situation,none,when i benched 225 lb
hit:7044_conv:14089,utterance,speaker,"i remember the first time a benched 225 , i was so happy and i weighed 140 lbs !!!"
hit:7044_conv:14089,utterance,listener,"Whoa, that is really impressive! How much do you bench now?"
hit:7044_conv:14089,utterance,speaker,"i dont bench at all , that was a while back but i will never forget that moment lol"
hit:7044_conv:14089,utterance,listener,It's cool to always remember those milestones. Helps to keep us motivated.
hit:1408_conv:2817,situation,none,My little boy won the spelling bee!
hit:1408_conv:2817,utterance,speaker,My little boy won the spelling bee!
hit:1408_conv:2817,utterance,listener,wow! that's so amazing. I bet you are so proud of him
hit:1408_conv:2817,utterance,speaker,I am. It was so nice to see him so happy!
hit:1408_conv:2817,utterance,listener,I bet! What a bright young man you raised!
hit:5342_conv:10685,situation,none,when i lost 45 lbs
hit:5342_conv:10685,utterance,speaker,"I used to way 187 lb , i joined jiu jitsu for 3 years before i knew it i learned a lot of skills and ended up weighing 140 i felt good about myself"
hit:5342_conv:10685,utterance,listener,Whoa. That is a big change. That must make you so happy.
hit:5342_conv:10685,utterance,speaker,"it did im currently at 160 lb, moved up since i havent trained in years but at least im not at 187"
hit:5342_conv:10685,utterance,listener,Its probably muscle though so you will still look slimmer.
hit:5442_conv:10884,situation,none,I got best employee award last month. It was quite surreal
hit:5442_conv:10884,utterance,speaker,I got best employee award last month!!
hit:5442_conv:10884,utterance,listener,"Congrats! How did you do it, and where do you work?"
hit:5442_conv:10884,utterance,speaker,I work for a bank. It was due to automation idea i gave. Just sprang out of my mind. due to that they gave me. It was quite surreal
hit:5442_conv:10884,utterance,listener,"My mom worked at a bank, and it's not as easy as you'd think it'd be, that's for sure. Congratulations again!"
hit:4621_conv:9243,situation,none,I taught to one my neighbor's son. He passed the exam and came to my home to thank me.
hit:4621_conv:9243,utterance,speaker,I taught to one of my neighbor's son for his exams.
hit:4621_conv:9243,utterance,listener,That was nice of you
hit:4621_conv:9243,utterance,speaker,He passed the exam and came to my home to thank me!
hit:4621_conv:9243,utterance,listener,I am glad he did well
hit:9349_conv:18699,situation,none,My friend was quite the failure in life for a while. Then out of nowhere he turned it all around and got a great job and even a girlfriend!
hit:9349_conv:18699,utterance,speaker,My friend was quite the nobody until he got a job and a girlfriend seemingly out of nowhere!
hit:9349_conv:18699,utterance,listener,"Wow, that's good for him. What do you think changed for him?"
hit:9349_conv:18699,utterance,speaker,I guess he just decided to get his life in order and it worked so well for him!
hit:9349_conv:18699,utterance,listener,That's cool! It's always good to hear when people decide to take a good step forward.
hit:2964_conv:5928,situation,none,I am so happy my daughter is finnaly going to the potty on her own. IT was a long journey
hit:2964_conv:5928,utterance,speaker,MY daughter is finnaly fully potty trained!
hit:2964_conv:5928,utterance,listener,That is a great accomplishment!
hit:2964_conv:5928,utterance,speaker,Yes. She doesn't even need my help anymore. Its bittersweet
hit:2964_conv:5928,utterance,listener,"Yeah, kids grow up so fast!"
hit:2964_conv:5928,utterance,speaker,Soon she will be trying to wear makeup :(
hit:5176_conv:10352,situation,none,I was happy for my dad. He got to retire
hit:5176_conv:10352,utterance,speaker,I was happy for my dad. He got to retire
hit:5176_conv:10352,utterance,listener,That's very sweet to even reach that age and to retire! I hope he gets to do fun things now?
hit:5176_conv:10352,utterance,speaker,I hope so
hit:5176_conv:10352,utterance,listener,You don't know?
hit:3684_conv:7369,situation,none,I just graduated today. My degree was a challenge to complete.
hit:3684_conv:7369,utterance,speaker,I am very happy that I have graduated today!
hit:3684_conv:7369,utterance,listener,"Wow, that's exciting! Congratulations, you must be very proud."
hit:3684_conv:7369,utterance,speaker,I am very proud. And I will celebrate by going to Disney Land!
hit:3684_conv:7369,utterance,listener,I would love to go their! I hope you have a great time!
hit:12124_conv:24248,situation,none,I am proud of the eagles for winning the superbowl last year
hit:12124_conv:24248,utterance,speaker,I am proud of the eagles for winning the superbowl last year
hit:12124_conv:24248,utterance,listener,I'm a Boston boy but I gotta give em props
hit:12124_conv:24248,utterance,speaker,"thanks, you beat us in 2005, that broke my heart"
hit:12124_conv:24248,utterance,listener,People hate on Brady cuz he's been gold since day 1.  But the Eagles came ready on defense that's for sure
hit:9955_conv:19911,situation,none,Our youngest daughter is in a local ballet company.  They are dancing at Scottish Rite hospital in September.  I'm so glad they are focused on giving back.
hit:9955_conv:19911,utterance,speaker,Our youngest daughter is in a local ballet company.  They are dancing at Scottish Rite Children's hospital next month.
hit:9955_conv:19911,utterance,listener,Beautiful! You must be so proud!
hit:9955_conv:19911,utterance,speaker,"I'm so very glad that they are focused on giving back.  A few months ago they worked with a local community in a trailer park, bringing dance to kids that don't have any exposure to it."
hit:9955_conv:19911,utterance,listener,That's such a great idea! Dance is a great exercise for kids.
hit:2313_conv:4627,situation,none,I quit smoking after 30 years. I feel great!
hit:2313_conv:4627,utterance,speaker,"A major health win for me, I quit smoking a few weeks ago after 30 years."
hit:2313_conv:4627,utterance,listener,Wow. I have been trying. How did you do it?
hit:2313_conv:4627,utterance,speaker,Willpower and a strong desire to get healthy.
hit:2313_conv:4627,utterance,listener,That's great. I'll get there one day. I wanna see my great grandkids
hit:3419_conv:6838,situation,none,My son came first in English class.
hit:3419_conv:6838,utterance,speaker,"Hi, so my son came first in his English class!"
hit:3419_conv:6838,utterance,listener,Congratulations to you both.  You must be a very proud parent.
hit:3419_conv:6838,utterance,speaker,Yes I am. I will buy him some chocolate now!
hit:3419_conv:6838,utterance,listener,I bet he will enoy that immensely.  A good reward for succeeding at a difficult challenge.
hit:8229_conv:16459,situation,none,I got a promotion at work recently
hit:8229_conv:16459,utterance,speaker,I recently got promoted at work.
hit:8229_conv:16459,utterance,listener,Congratulations! I bet you're happy.
hit:8229_conv:16459,utterance,speaker,"I am, I super excited to start in my new position!"
hit:8229_conv:16459,utterance,listener,I'm super happy for you! You'll do great.
hit:6791_conv:13582,situation,none,I'm proud of my wife and children for always being there for me.
hit:6791_conv:13582,utterance,speaker,I'm proud of my wife and children for always being there for me.
hit:6791_conv:13582,utterance,listener,That's great! How old are your kids?
hit:6791_conv:13582,utterance,speaker,10 and 13
hit:6791_conv:13582,utterance,listener,That's really when they start to come into their own. Must be really neat!
hit:8324_conv:16649,situation,none,My husband got promoted to Lieutenant in the US Navy
hit:8324_conv:16649,utterance,speaker,"I am so excited, my husband got promoted to a Lieutenant in the Navy!"
hit:8324_conv:16649,utterance,listener,That is so awesome. Congratulations. Any big plans to celebrate?
hit:8324_conv:16649,utterance,speaker,I'm going to take him on a mini vacation. He loves playing blackjack so we are gonna celebrate in vegas over the weekend
hit:8324_conv:16649,utterance,listener,That is very exciting.
hit:41_conv:83,situation,none,"My daughter used the potty for her first time the other day, it was awesome."
hit:41_conv:83,utterance,speaker,So the other day my daughter went potty for the first time on her own!
hit:41_conv:83,utterance,listener,That is great. It is sweet to see them grow and learn. How old is she?
hit:41_conv:83,utterance,speaker,"Shes 18 months old, it really is amazing to see them develop. If only people clapped for us when we used the bathroom... ha ha"
hit:41_conv:83,utterance,listener,Funny one ha ha
hit:315_conv:631,situation,none,I am happy my brother went to the MLB.
hit:315_conv:631,utterance,speaker,I am happy my brother plays in the MLB.
hit:315_conv:631,utterance,listener,He does?! So exciting! What team does he play for?
hit:315_conv:631,utterance,speaker,He plays for the New York Yankees.
hit:315_conv:631,utterance,listener,They are doing really well this season! You must be so proud!
hit:1257_conv:2515,situation,none,I was very proud of my mom when she got through her surgery.
hit:1257_conv:2515,utterance,speaker,My mom went through a bad surgery and has recovered well.
hit:1257_conv:2515,utterance,listener,I'm glad to hear. What kind of surgery?
hit:1257_conv:2515,utterance,speaker,She had stomach surgery for holes. She is older and now she  is changing her diet
hit:1257_conv:2515,utterance,listener,I'm happy she is doing well and making changes!
hit:1257_conv:2515,utterance,speaker,"Thank you, you're so nice!"
hit:7254_conv:14508,situation,none,My art project got first place. in the fair.
hit:7254_conv:14508,utterance,speaker,My drawing won a blue ribbon at the art fair.
hit:7254_conv:14508,utterance,listener,Good job! You must be so proud of yourself.
hit:7254_conv:14508,utterance,speaker,"So happy, i have never been an artist before this moment I felt."
hit:7254_conv:14508,utterance,listener,Maybe its time to launch your art career full time.
hit:5018_conv:10036,situation,none,I'm proud of the college I graduated from.  Brings pride whenever I tell people.
hit:5018_conv:10036,utterance,speaker,"I'm proud of the college I graduated from, it's no Ivy league school but I loved it."
hit:5018_conv:10036,utterance,listener,What school did you go to?
hit:5018_conv:10036,utterance,speaker,Ohio State University. Go Buckeyes!
hit:5018_conv:10036,utterance,listener,Wow!  I'm from that area and love the Buckeyes too!
hit:4241_conv:8483,situation,none,I am feeling mighty accomplished today.  I won my jousting tournement.
hit:4241_conv:8483,utterance,speaker,5
hit:4241_conv:8483,utterance,listener,I didn't understand.
hit:4241_conv:8483,utterance,speaker,Sorry about that.  What I wanted to say is... I am feeling mighty accomplished today.  I won my jousting tournament.
hit:4241_conv:8483,utterance,listener,That is a great achievement. You have been doing jousting for how long?
hit:4241_conv:8483,utterance,speaker,My whole life pretty much.  It was cool me and my horse were just so in sync today.
hit:4241_conv:8483,utterance,listener,That is nice.
hit:4241_conv:8483,utterance,speaker,I am from MD it is the state sport there..
hit:3565_conv:7130,situation,none,"I tried out a new recipe the other day.  It looked really hard, but it came out great!"
hit:3565_conv:7130,utterance,speaker,"I was in the mood to try some baking the other day, and I tried something really challenging.  It actually turned out pretty well."
hit:3565_conv:7130,utterance,listener,"That's good, new experiences can lead to new likes and dislikes. The important thing is that you keep an open mind."
hit:3565_conv:7130,utterance,speaker,"That's true.  It helps when the results taste good, too!"
hit:3565_conv:7130,utterance,listener,"Exactly, hopefully you found a new hobby."
hit:11824_conv:23649,situation,none,My son behaved so well on his first day of school. I am so pleased with him.
hit:11824_conv:23649,utterance,speaker,My son behaved so well on his first day of school.
hit:11824_conv:23649,utterance,listener,thats good! how old is he?
hit:11824_conv:23649,utterance,speaker,He is 5.  I am so pleased with his behavior thus far!
hit:11824_conv:23649,utterance,listener,congratulations! parenting done right!
hit:3945_conv:7891,situation,none,I used my skills to pick the winning numbers in the lottery today.  I feel pretty good about myself.
hit:3945_conv:7891,utterance,speaker,I used my skills to pick the winning numbers in the lottery today. I feel pretty good about myself.
hit:3945_conv:7891,utterance,listener,I don't doubt that you're feeling good about yourself! Are you getting the lump sum of monthly payments?
hit:3945_conv:7891,utterance,speaker,"They gave it to me right there at the 7-11.  I didn't win the big one, just my dollar back, but it's better than I normally do!"
hit:3945_conv:7891,utterance,listener,"Hey, you can't complain about that! Who knows, you may end up using your skills to win the major jackpot."
hit:1268_conv:2537,situation,none,My daughter learned to read and I am so unbelievably happy about it!
hit:1268_conv:2537,utterance,speaker,My daughter has learned to read and it is so rewarding to see her continue to grow!
hit:1268_conv:2537,utterance,listener,Thats great news.
hit:1268_conv:2537,utterance,speaker,"Yeah, she is really getting to be so grown up."
hit:1268_conv:2537,utterance,listener,That is great news.
hit:3281_conv:6563,situation,none,My daughter is great.
hit:3281_conv:6563,utterance,speaker,My daughter is great
hit:3281_conv:6563,utterance,listener,What did she do?
hit:3281_conv:6563,utterance,speaker,She just became the newest member of the rockettes
hit:3281_conv:6563,utterance,listener,Oh wow! That is very impressive!
hit:571_conv:1142,situation,none,I was very happy when I finished college.
hit:571_conv:1142,utterance,speaker,I studied college at university of south Florida.  I was very happy when I graduated.
hit:571_conv:1142,utterance,listener,"Oh,congrats!thats great"
hit:571_conv:1142,utterance,speaker,thank you are you in college?
hit:571_conv:1142,utterance,listener,"Not yet,about to"
hit:8648_conv:17297,situation,none,My son said his first word today. I was filled with pride!
hit:8648_conv:17297,utterance,speaker,My son said his first word today!
hit:8648_conv:17297,utterance,listener,"Ooh, that's exciting. What did he say?"
hit:8648_conv:17297,utterance,speaker,"He said ""gruel""! He's going to be a regular Oliver Twist!"
hit:8648_conv:17297,utterance,listener,"Wow, that's amazing, haha. So fancy."
hit:2415_conv:4830,situation,none,It felt really truly great to see my son graduate.
hit:2415_conv:4830,utterance,speaker,It felt great to see my son graduate. Like I succeeded as a parent.
hit:2415_conv:4830,utterance,listener,That;s awesome. high school?
hit:2415_conv:4830,utterance,speaker,Yes. College is the next big step!
hit:2415_conv:4830,utterance,listener,I bet you are so proud. I cried when my daughter graduated 6th grade lol
hit:2175_conv:4350,situation,none,I am really happy with my daughters' musical ability
hit:2175_conv:4350,utterance,speaker,Both of my daughters are fine musicians.
hit:2175_conv:4350,utterance,listener,Wow thats amazing! How old are they and what do they play?
hit:2175_conv:4350,utterance,speaker,"10-Piano, 13-Violin."
hit:2175_conv:4350,utterance,listener,Oh! Two of the most beautiful instruments! Congrats! Does musical ability run in your family?
hit:2175_conv:4350,utterance,speaker,"yes, I'm a guitar player"
hit:2175_conv:4350,utterance,listener,Awesome! What do you hope for their future?
hit:1158_conv:2316,situation,none,I won a jello eating contest once at a boy scout camp. For some reason i was really happy i won even though i was a mess after.
hit:1158_conv:2316,utterance,speaker,Hello! So you even win a eating contest before? I won a Jello eating one back in scouts.
hit:1158_conv:2316,utterance,listener,I've never been in an eating contest! How much jello did you eat to win?
hit:1158_conv:2316,utterance,speaker,Like a big ole paper plate of jello. there was whip cream too.
hit:1158_conv:2316,utterance,listener,What was the prize for winning?
hit:1158_conv:2316,utterance,speaker,"I won weird hat with yellow,green, and red strips with dreadlocks coming out of it."
hit:1158_conv:2316,utterance,listener,Wow that's kind of cool.
hit:3286_conv:6573,situation,none,my brother graduated high school last year.
hit:3286_conv:6573,utterance,speaker,my brother graduated high school last year which was cool.
hit:3286_conv:6573,utterance,listener,"Oh that's cool, how long did the graduation last?"
hit:3286_conv:6573,utterance,speaker,a few hours.
hit:3286_conv:6573,utterance,listener,"That's a little annoying, since you just have to sit there and wait for it to end haha."
hit:3286_conv:6573,utterance,speaker,yea ut it was cool that we both moved on to college.
hit:3286_conv:6573,utterance,listener,"That is cool, sounds like a good time."
hit:11690_conv:23381,situation,none,My son just went off to college.
hit:11690_conv:23381,utterance,speaker,My little baby just left for college last week. Can't believe he grew up so quickly.
hit:11690_conv:23381,utterance,listener,yea its hard to see them leave
hit:11690_conv:23381,utterance,speaker,"Yea it is, I was crying all the way to the airport but I am so proud of him that he gets to start a new life now."
hit:11690_conv:23381,utterance,listener,"oh out of state, can be pricey but great for new experiences"
hit:271_conv:543,situation,none,"I was doing a team effort, andf my team did well"
hit:271_conv:543,utterance,speaker,"I was doing a team thing, and we won so i was happy"
hit:271_conv:543,utterance,listener,what was the team activity?
hit:271_conv:543,utterance,speaker,We had to do a presentation for a job
hit:271_conv:543,utterance,listener,I'm happy it went well for you!
hit:9989_conv:19978,situation,none,My son said his first word today. I was filled with pride.
hit:9989_conv:19978,utterance,speaker,My son said his first word today!
hit:9989_conv:19978,utterance,listener,How exciting. What was it and did you cry?
hit:9989_conv:19978,utterance,speaker,"I did cry! I was a sobbing wreck when I heard him say the word ""Alaska""."
hit:9989_conv:19978,utterance,listener,Now that is a very interesting first word.
hit:4097_conv:8195,situation,none,My little brother just got into college. I'm so happy for him and can't wait to see what he does with his life!
hit:4097_conv:8195,utterance,speaker,My little brother just got into college!
hit:4097_conv:8195,utterance,listener,woohooo i bet you are super excited
hit:4097_conv:8195,utterance,speaker,I am! I'm excited to see what he does with his life. So many opportunities
hit:4097_conv:8195,utterance,listener,he should not waste this away
hit:1086_conv:2173,situation,none,My daughter recently successfully potty trained and I was very proud of both her and myself for accomplishing this feat!
hit:1086_conv:2173,utterance,speaker,My daughter recently finished potty training!
hit:1086_conv:2173,utterance,listener,Awesome. How old is she?
hit:1086_conv:2173,utterance,speaker,She is 2! I was happy to get this accomplished before she turned 3. My friends son is 3 and still isn't trained.
hit:1086_conv:2173,utterance,listener,Great to hear she's progressing well.  Maybe she'll be motivation for your friends son.
hit:7927_conv:15855,situation,none,My wife is the best. She just started medical school!
hit:7927_conv:15855,utterance,speaker,My wife is so smart and incredible. She just started medical school!
hit:7927_conv:15855,utterance,listener,That is awesome. I am sure she will do great.
hit:7927_conv:15855,utterance,speaker,Yeah she is really smart so I know she will do well.
hit:7927_conv:15855,utterance,listener,And think one day she may be able to save your life haha.
hit:7731_conv:15463,situation,none,There was a hula hoop contest and a bunch of kids entered. My daughter won!
hit:7731_conv:15463,utterance,speaker,My daughter entered a hula hoop contest with a lot of kids. She won first prize!
hit:7731_conv:15463,utterance,listener,That's so cool!  You must be proud.  I'm terrible at hula hooping
hit:7731_conv:15463,utterance,speaker,I tried and lost in the first round! She is more coordinated than me!
hit:7731_conv:15463,utterance,listener,It takes a lot more skill than it appears to!
hit:1280_conv:2560,situation,none,"Saw my brother graduate college last month! Felt so happy for him finally achieving what he's worked hard for. Hope he gets a job soon, though."
hit:1280_conv:2560,utterance,speaker,"Saw my brother graduate college last month! Felt so happy for him finally achieving what he's worked hard for. Hope he gets a job soon, though"
hit:1280_conv:2560,utterance,listener,"That's awesome, the exact opposite is true for me. My little brother is just about to start his first year of college next month!"
hit:1280_conv:2560,utterance,speaker,"Ah, he'll be under a lot of stress. Hopefully you guys can maintain your relationship through it all, as college tends to sweep people away and take up all their attention."
hit:1280_conv:2560,utterance,listener,"Yes, I hope so. Well, I hope your brother can put his degree to good use and make some moolah!"
hit:7658_conv:15317,situation,none,My daughter got is going to university. I'm so happy.
hit:7658_conv:15317,utterance,speaker,My daughter got is going to university. I'm so happy
hit:7658_conv:15317,utterance,listener,Awesome! Congratulations to you both!
hit:7658_conv:15317,utterance,speaker,"Thank you, I'm so proud"
hit:7658_conv:15317,utterance,listener,I bet. What school is she going to?
hit:7658_conv:15317,utterance,speaker,"To Birmingham, UK"
hit:10426_conv:20853,situation,none,My nephew signed up to join the Marines. I was overwhelmed with happy emotions that he would choose to serve our country.
hit:10426_conv:20853,utterance,speaker,My nephew signed up to join the Marines. I was overwhelmed with happy emotions that he would choose to serve our country.
hit:10426_conv:20853,utterance,listener,"Wow,  that's great news.  I love that"
hit:10426_conv:20853,utterance,speaker,I think it is such an honorable thing to do.
hit:10426_conv:20853,utterance,listener,"Exactly , it is quite cool"
hit:3428_conv:6857,situation,none,to see my my son walk
hit:3428_conv:6857,utterance,speaker,it was such a joy
hit:3428_conv:6857,utterance,listener,What was a joy?
hit:3428_conv:6857,utterance,speaker,to see a boy walk along
hit:3428_conv:6857,utterance,listener,"I see, you must have felt very happy about it!"
hit:11402_conv:22805,situation,none,My brother graduated with his masters. He worked so hard for so long and I couldn't be happier for him.
hit:11402_conv:22805,utterance,speaker,My brother just graduated with his Masters.
hit:11402_conv:22805,utterance,listener,That is excellent!  In what subject?
hit:11402_conv:22805,utterance,speaker,Psychology with an emphasis on theoretical treatments.
hit:11402_conv:22805,utterance,listener,Wow.  That sounds like an interesting subject
hit:11402_conv:22805,utterance,speaker,"I think so, fixing issues just by rewiring how the brain thinks about topics."
hit:1920_conv:3841,situation,none,a situation where i felt that way would be when i graduated school
hit:1920_conv:3841,utterance,speaker,okay so back in may of last year I graduated college
hit:1920_conv:3841,utterance,listener,Congratulations.  What did you get your degree in?
hit:1920_conv:3841,utterance,speaker,i majored in business management it i've always been into running a business or entrepreneur
hit:1920_conv:3841,utterance,listener,Good luck with any future business ventures.
hit:5866_conv:11732,situation,none,I found a wallet and return it to the owner.  I am satisfied with myself.
hit:5866_conv:11732,utterance,speaker,I found a wallet and returned it to the owner.
hit:5866_conv:11732,utterance,listener,That's very good of you. I would be proud of myself If I can do such a thing especially if there is a huge chunk of money in it
hit:5866_conv:11732,utterance,speaker,"Yes, I was very satisfied with my behavior."
hit:5866_conv:11732,utterance,listener,I hope he  or she rewarded you though
hit:1947_conv:3895,situation,none,"After 30 years, I have finally kicked the smoking habit.  No more cigarettes for me."
hit:1947_conv:3895,utterance,speaker,I recently stopped smoking after having done so for 30 years.
hit:1947_conv:3895,utterance,listener,Wow! Congrats! I've heard that's very difficult to do.
hit:1947_conv:3895,utterance,speaker,It was hard the first few times but this time it was oddly very easy.  I think i have finally quit for good.
hit:1947_conv:3895,utterance,listener,Good for you. Do you feel any different health wise?
hit:2306_conv:4613,situation,none,"I went to pick up my kid, and saw him helping a pregnant lady carry her stuff."
hit:2306_conv:4613,utterance,speaker,"I went to pick up my kid, and saw him helping a pregnant lady carry her stuff."
hit:2306_conv:4613,utterance,listener,Well you seem to have done a great job parenting!
hit:2306_conv:4613,utterance,speaker,"Well yea, that and I think he's a good kid on his own."
hit:2306_conv:4613,utterance,listener,"That is awesome, that is hard to come by"
hit:6865_conv:13730,situation,none,Nephew playing football this year
hit:6865_conv:13730,utterance,speaker,My nephew starts 10th grade this year!
hit:6865_conv:13730,utterance,listener,That's exciting!  I hope he's doing well in school!
hit:6865_conv:13730,utterance,speaker,Yeah i'm sure he will.  He's a good kid.  He's playing football too!
hit:6865_conv:13730,utterance,listener,Nice i love football.
hit:6865_conv:13730,utterance,speaker,Me too!  I can't wait to see him play!
hit:7288_conv:14577,situation,none,I got first place in a 1 mile race today.
hit:7288_conv:14577,utterance,speaker,"""I got first place in a 1 mile race today."
hit:7288_conv:14577,utterance,listener,Congratulations! How long have you been running for?
hit:7288_conv:14577,utterance,speaker,I started running again about 3 years ago.
hit:7288_conv:14577,utterance,listener,It's a really healthy hobby to have! They say sitting down is really bad for you.
hit:7288_conv:14577,utterance,speaker,Too much of anything is bad.
hit:2855_conv:5710,situation,none,My daughter is the best
hit:2855_conv:5710,utterance,speaker,My daughter is the best.I am so proud of her.
hit:2855_conv:5710,utterance,listener,What did she accomplish?
hit:2855_conv:5710,utterance,speaker,She just got accepted  in Harvard.
hit:2855_conv:5710,utterance,listener,WOW... that is a biggie!
hit:8669_conv:17339,situation,none,Nephew playst 10th grade football this year
hit:8669_conv:17339,utterance,speaker,My nephew started 10th grade this year!
hit:8669_conv:17339,utterance,listener,That is such a great age.  Is he doing well?
hit:8669_conv:17339,utterance,speaker,Yeah he's going to play football this year!
hit:8669_conv:17339,utterance,listener,What position does he play?
hit:8669_conv:17339,utterance,speaker,I'm not sure yet.  School just started back this week.  He will know soon.
hit:4600_conv:9201,situation,none,I was happy when my brother got a new job last year. He deserved it
hit:4600_conv:9201,utterance,speaker,I was happy when my brother got a promotion. He deserved it
hit:4600_conv:9201,utterance,listener,That is good to hear! he must have worked hard for it.
hit:4600_conv:9201,utterance,speaker,I think he did
hit:4600_conv:9201,utterance,listener,He must have. Otherwise he would not have got that promotion!
hit:7459_conv:14918,situation,none,When my friend made the basketball team. He worked so hard for it.
hit:7459_conv:14918,utterance,speaker,So proud to see my buddy make the team.
hit:7459_conv:14918,utterance,listener,Tell your buddy I said congrats! What team was it?
hit:7459_conv:14918,utterance,speaker,It's a high school basketball team! I will.
hit:7459_conv:14918,utterance,listener,Awesome! Maybe a recruiter from a good college will see them play and give them a scholarship!
hit:2530_conv:5060,situation,none,I felt happy to see my girlfriend finish her painting. It made her happy also.
hit:2530_conv:5060,utterance,speaker,It felt great to see my girlfriend finish her painting.
hit:2530_conv:5060,utterance,listener,What kind of paintings does she do?
hit:2530_conv:5060,utterance,speaker,She does goth style painting of people.
hit:2530_conv:5060,utterance,listener,"Wow, does she sell them anywhere?"
hit:11302_conv:22604,situation,none,My husband undertook a huge project at our house this year. He is installing a wood boiler so we can heat our house with wood this next winter. I'm so impressed with him every day because he's doing it all on his own and he is succeeding amazingly well.
hit:11302_conv:22604,utterance,speaker,My husband is installing a wood boiler for our home to heat our house this Winter. I'm so impressed with him because he's doing it all on his own.
hit:11302_conv:22604,utterance,listener,That is impressive.  Is he normally pretty handy?
hit:11302_conv:22604,utterance,speaker,Very! He surprises me every day with the amount of knowledge he has. He can fix anything!
hit:11302_conv:22604,utterance,listener,Thats so awesome! I want to get to that point some day.
hit:4052_conv:8104,situation,none,I watched two of my daughters as they graduated from high school.
hit:4052_conv:8104,utterance,speaker,I wab blessed enough to be able to see two of my daughters graduate from high school. I couldn't be more happy for them.
hit:4052_conv:8104,utterance,listener,"Oh, that's wonderful!  Tell them congratulations for me! You must be bursting with pride!"
hit:4052_conv:8104,utterance,speaker,I sure am! They are so excited to be starting a great new chapter in their lives.
hit:4052_conv:8104,utterance,listener,Do they have any aspirations yet or are they just figuring out life?
hit:4052_conv:8104,utterance,speaker,"A little bit of both. One really likes Journalism while the other favors engineering and computer science, but they do tell me they are stressed about starting."
hit:8040_conv:16081,situation,none,a avoided fast food restaurants all week i feel good about myself
hit:8040_conv:16081,utterance,speaker,"I feel really good about myself today , i avoided fast food restaurants all week and probably saved a ton of cash"
hit:8040_conv:16081,utterance,listener,"Oh, that's a good point! I never realized how much money I was spending for fast food until I started making a budget."
hit:8040_conv:16081,utterance,speaker,"yeah going to eat fast from 5 to 10 bux, i just made plane sandwiches all week way cheaper"
hit:8040_conv:16081,utterance,listener,"My go to lazy-sandwich are fried balogna sandwiches. It's saved me a lot of money, that's for sure."
hit:6773_conv:13547,situation,none,The time I got my marks back for my chemistry test and I passed with a 95%. My mom was excited.
hit:6773_conv:13547,utterance,speaker,So excited to get my marks back from chemistry.
hit:6773_conv:13547,utterance,listener,Which chemistry class are you taking?
hit:6773_conv:13547,utterance,speaker,"It's organic chemistry, quite difficult so I was shocked at my 95%."
